epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
57,1568.1,0.30877,0.97297,1,0.09216,0.000742815,0.000742815,0.000742815
58,1594.91,0.275,0.96622,1,0.09858,0.000726312,0.000726312,0.000726312
59,1621.78,0.29526,0.96622,1,0.10146,0.000709809,0.000709809,0.000709809
60,1648.63,0.31099,0.96622,1,0.08982,0.000693305,0.000693305,0.000693305
61,1675.59,0.273,0.96622,1,0.09088,0.000676802,0.000676802,0.000676802
62,1702.49,0.28987,0.97297,1,0.08731,0.000660299,0.000660299,0.000660299
63,1729.51,0.27944,0.97297,1,0.08402,0.000643795,0.000643795,0.000643795
64,1756.24,0.2671,0.97297,1,0.09036,0.000627292,0.000627292,0.000627292
65,1783.27,0.2732,0.97297,1,0.08522,0.000610789,0.000610789,0.000610789
66,1810.19,0.25207,0.96622,1,0.09455,0.000594286,0.000594286,0.000594286
67,1837.27,0.30214,0.97297,1,0.08539,0.000577782,0.000577782,0.000577782
68,1864.35,0.28378,0.97297,1,0.10113,0.000561279,0.000561279,0.000561279
69,1891.1,0.28524,0.97297,1,0.10243,0.000544776,0.000544776,0.000544776
70,1917.88,0.26612,0.97297,1,0.09895,0.000528272,0.000528272,0.000528272
71,1944.57,0.28379,0.97297,1,0.08614,0.000511769,0.000511769,0.000511769
72,1971.25,0.27524,0.96622,1,0.10956,0.000495266,0.000495266,0.000495266
73,1998.14,0.29992,0.96622,1,0.10378,0.000478762,0.000478762,0.000478762
74,2024.82,0.26727,0.97297,1,0.09301,0.000462259,0.000462259,0.000462259
75,2051.67,0.25328,0.97297,1,0.08502,0.000445756,0.000445756,0.000445756
76,2078.44,0.24304,0.97297,1,0.07875,0.000429253,0.000429253,0.000429253
77,2105.48,0.2866,0.96622,1,0.08359,0.000412749,0.000412749,0.000412749
78,2132.44,0.30428,0.97973,1,0.0848,0.000396246,0.000396246,0.000396246
79,2159.72,0.2779,0.97973,1,0.09499,0.000379743,0.000379743,0.000379743
80,2186.97,0.27069,0.97973,1,0.09201,0.000363239,0.000363239,0.000363239
81,2214.32,0.28414,0.97297,1,0.08793,0.000346736,0.000346736,0.000346736
82,2241.09,0.2753,0.97297,1,0.07762,0.000330233,0.000330233,0.000330233
83,2268.2,0.2494,0.97973,1,0.07702,0.000313729,0.000313729,0.000313729
84,2296.4,0.25132,0.97973,1,0.0756,0.000297226,0.000297226,0.000297226
85,2326.4,0.23952,0.97297,1,0.08914,0.000280723,0.000280723,0.000280723
86,2356.87,0.25672,0.97297,1,0.08462,0.00026422,0.00026422,0.00026422
87,2386.91,0.2479,0.97973,1,0.08415,0.000247716,0.000247716,0.000247716
88,2416.71,0.26504,0.97297,1,0.08442,0.000231213,0.000231213,0.000231213
89,2446.23,0.26677,0.97297,1,0.08117,0.00021471,0.00021471,0.00021471
90,2474.88,0.24142,0.97297,1,0.07873,0.000198206,0.000198206,0.000198206
91,2503.2,0.24335,0.97297,1,0.07811,0.000181703,0.000181703,0.000181703
92,2531.82,0.23189,0.97297,1,0.07675,0.0001652,0.0001652,0.0001652
93,2560.32,0.23306,0.97297,1,0.07716,0.000148696,0.000148696,0.000148696
94,2588.84,0.24111,0.97297,1,0.07632,0.000132193,0.000132193,0.000132193
95,2617.37,0.23873,0.97297,1,0.07817,0.00011569,0.00011569,0.00011569
96,2645.46,0.25501,0.97297,1,0.08078,9.91865e-05,9.91865e-05,9.91865e-05
97,2673.6,0.23704,0.97297,1,0.07748,8.26832e-05,8.26832e-05,8.26832e-05
98,2701.68,0.24524,0.97297,1,0.08501,6.61799e-05,6.61799e-05,6.61799e-05
99,2729.91,0.24143,0.97297,1,0.07644,4.96766e-05,4.96766e-05,4.96766e-05
100,2758.02,0.25935,0.97297,1,0.08571,3.31733e-05,3.31733e-05,3.31733e-05
