epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
50,1528.25,0.57094,0.73649,1,0.59169,0.000858338,0.000858338,0.000858338
51,1555.42,0.56591,0.73649,1,0.59283,0.000841835,0.000841835,0.000841835
52,1581.96,0.56845,0.73649,1,0.56616,0.000825332,0.000825332,0.000825332
53,1609.06,0.57233,0.73649,1,0.57905,0.000808828,0.000808828,0.000808828
54,1636.19,0.57253,0.73649,1,0.58071,0.000792325,0.000792325,0.000792325
55,1663.61,0.56826,0.73649,1,0.56493,0.000775822,0.000775822,0.000775822
56,1690.66,0.56299,0.72973,1,0.60843,0.000759318,0.000759318,0.000759318
57,1717.11,0.56818,0.73649,1,0.56726,0.000742815,0.000742815,0.000742815
58,1744.04,0.56979,0.73649,1,0.58198,0.000726312,0.000726312,0.000726312
59,1771.2,0.57514,0.73649,1,0.5914,0.000709809,0.000709809,0.000709809
60,1797.7,0.56131,0.73649,1,0.59644,0.000693305,0.000693305,0.000693305
61,1823.93,0.56221,0.73649,1,0.59258,0.000676802,0.000676802,0.000676802
62,1851.78,0.56663,0.73649,1,0.55167,0.000660299,0.000660299,0.000660299
63,1879.28,0.5685,0.73649,1,0.57785,0.000643795,0.000643795,0.000643795
64,1907,0.55897,0.73649,1,0.57759,0.000627292,0.000627292,0.000627292
65,1933.71,0.55907,0.73649,1,0.56643,0.000610789,0.000610789,0.000610789
66,1961.64,0.55919,0.73649,1,0.56353,0.000594286,0.000594286,0.000594286
67,1988.54,0.56453,0.73649,1,0.54918,0.000577782,0.000577782,0.000577782
68,2015.4,0.55912,0.73649,1,0.55858,0.000561279,0.000561279,0.000561279
69,2042.27,0.56413,0.73649,1,0.54865,0.000544776,0.000544776,0.000544776
70,2069.33,0.55518,0.73649,1,0.55605,0.000528272,0.000528272,0.000528272
71,2095.85,0.57287,0.73649,1,0.53727,0.000511769,0.000511769,0.000511769
72,2123.27,0.57055,0.73649,1,0.56116,0.000495266,0.000495266,0.000495266
73,2150.41,0.55516,0.73649,1,0.55293,0.000478762,0.000478762,0.000478762
74,2177.6,0.56026,0.73649,1,0.57286,0.000462259,0.000462259,0.000462259
75,2204.45,0.5683,0.73649,1,0.55253,0.000445756,0.000445756,0.000445756
76,2231.86,0.55768,0.73649,1,0.5501,0.000429253,0.000429253,0.000429253
77,2258.91,0.56033,0.73649,1,0.552,0.000412749,0.000412749,0.000412749
78,2285.92,0.54691,0.73649,1,0.55501,0.000396246,0.000396246,0.000396246
79,2312.91,0.55018,0.73649,1,0.53713,0.000379743,0.000379743,0.000379743
80,2340.75,0.55427,0.73649,1,0.54347,0.000363239,0.000363239,0.000363239
81,2368.07,0.55792,0.73649,1,0.54799,0.000346736,0.000346736,0.000346736
82,2394.84,0.54908,0.73649,1,0.55215,0.000330233,0.000330233,0.000330233
83,2421.46,0.55007,0.73649,1,0.55481,0.000313729,0.000313729,0.000313729
84,2447.74,0.55575,0.73649,1,0.53504,0.000297226,0.000297226,0.000297226
85,2475.09,0.55167,0.73649,1,0.55609,0.000280723,0.000280723,0.000280723
86,2502.07,0.55578,0.73649,1,0.55663,0.00026422,0.00026422,0.00026422
87,2528.81,0.53375,0.73649,1,0.51462,0.000247716,0.000247716,0.000247716
88,2555.77,0.55378,0.74324,1,0.48429,0.000231213,0.000231213,0.000231213
89,2582.73,0.52224,0.73649,1,0.53054,0.00021471,0.00021471,0.00021471
90,2610.21,0.52816,0.73649,1,0.44699,0.000198206,0.000198206,0.000198206
91,2637.3,0.50963,0.74324,1,0.44306,0.000181703,0.000181703,0.000181703
92,2664.8,0.5002,0.73649,1,0.51905,0.0001652,0.0001652,0.0001652
93,2690.98,0.47554,0.91216,1,0.26267,0.000148696,0.000148696,0.000148696
94,2717.9,0.50151,0.87162,1,0.24875,0.000132193,0.000132193,0.000132193
95,2744.09,0.46421,0.73649,1,0.66292,0.00011569,0.00011569,0.00011569
96,2771.24,0.48474,0.93919,1,0.17755,9.91865e-05,9.91865e-05,9.91865e-05
97,2798.63,0.45168,0.89865,1,0.21277,8.26832e-05,8.26832e-05,8.26832e-05
98,2825.68,0.46303,0.82432,1,0.31612,6.61799e-05,6.61799e-05,6.61799e-05
99,2852.86,0.42327,0.73649,1,0.70925,4.96766e-05,4.96766e-05,4.96766e-05
100,2879.39,0.41159,0.81757,1,0.31231,3.31733e-05,3.31733e-05,3.31733e-05
